Time Remaining,Play Number,Down,Score Difference,Play Type,Distance to First,Distance to Touchdown,Outcome,Previous Play Outcome,Play Description,Best
971,67,1,10,rush middle,10,55,125,40,"1st and 10 at FSU45 No Huddle-Shotgun Benson,Trey rush middle for 55 yards gain to the Pitt00 TOUCHDOWN, clock 01:11, 1ST",rush middle
971,68,1,10,kick attempt,10,3,0,125,"1st and 10 at PIT3 Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
736,69,1,17,rush right,10,74,9,0,"1st and 10 at FSU26 No Huddle-Shotgun Hill,Rodney rush right for 9 yards gain to the FSU35 (George,Brandon).",rush right
736,70,2,17,pass,1,65,39,9,"2nd and 1 at FSU35 No Huddle-Shotgun Travis,Jordan pass complete short left to Hill,Destyn for 29 yards to the Pitt36",pass
736,71,1,17,rush middle,10,36,4,39,"1st and 10 at PIT36 No Huddle-Shotgun Benson,Trey rush middle for 4 yards gain to the Pitt32 (Green,David; Hayes,Dayon).",rush middle
736,72,2,17,pass,6,32,-17,4,"2nd and 6 at PIT32 No Huddle-Shotgun Travis,Jordan sacked for loss of 17 yards to the Pitt49 (Temple,Nate).",pass
736,73,3,17,pass,23,49,0,-17,"3rd and 23 at PIT49 No Huddle-Shotgun Travis,Jordan pass incomplete deep middle to Poitier,Kentron.",pass
736,74,4,17,punt,23,49,0,0,"4th and 23 at PIT49 Mastromanno,Alex punt 40 yards to the Pitt09, out of bounds at Pitt09.",punt
736,75,1,17,rush left,10,71,-2,0,"1st and 10 at FSU29 No Huddle-Shotgun Hill,Rodney rush left for 2 yards loss to the FSU27 (Simon,Shayne; Bentley,Tyler).",rush left
736,76,2,17,rush right,12,73,0,-2,"2nd and 12 at FSU27 No Huddle-Shotgun Hill,Rodney rush right for 1 yard loss to the FSU26 (Bentley,Tyler).",rush right
736,77,3,17,pass,13,74,0,0,"3rd and 13 at FSU26 No Huddle-Shotgun Travis,Jordan pass complete short right to Hill,Rodney for 1 yard loss to the FSU25",pass
736,78,4,17,punt,14,75,0,0,"4th and 14 at FSU25 Mastromanno,Alex punt 52 yards to the Pitt23 fair catch by Devonshire,M.J. at Pitt23.",punt
736,79,1,17,rush right,10,48,-3,0,"1st and 10 at PIT48 No Huddle-Shotgun Holmes,Caziah rush right for 3 yards loss to the FSU49 (George,Brandon).",rush left
736,80,2,17,rush middle,13,51,6,-3,"2nd and 13 at FSU49 No Huddle-Shotgun Holmes,Caziah rush middle for 6 yards gain to the Pitt45 (Hall,Stephon).",rush middle
736,81,3,17,pass,7,45,0,6,"3rd and 7 at PIT45 No Huddle-Shotgun Rodemaker,Tate pass incomplete short middle to Jacobs,Vandrevius broken up by",pass
736,82,1,17,rush left,10,30,31,0,"1st and 10 at PIT30 No Huddle-Shotgun Holmes,Caziah rush left for 21 yards gain to the Pitt09 (Gandy,Ryland), 1ST DOWN.",rush left
736,83,1,17,pass,9,9,3,31,"1st and 9 at PIT9 No Huddle-Shotgun Rodemaker,Tate pass complete short right to Morlock,Kyle for 3 yards to the Pitt06",pass
736,84,2,17,rush middle,6,6,4,3,"2nd and 6 at PIT6 No Huddle-Shotgun Holmes,Caziah rush middle for 4 yards gain to the Pitt02 (McMillon,Donovan).",rush middle
3600,1,2,0,pass,15,80,4,4,"2nd and 15 at FSU20	(14:30) No Huddle-Shotgun Travis,Jordan pass complete short middle to Wilson,Johnny for 4 yards to the FSU24 (Flagg, Jr.,Corey).",pass
3509,2,1,0,pass,5,56,126,4,"1st and 5 at FSU44	(13:29) No Huddle-Shotgun Travis,Jordan pass complete deep middle to Wilson,Ontaria for 56 yards to the MIA00 TOUCHDOWN, clock 13:22, 1ST DOWN.",pass
3509,3,1,0,kick attempt,10,3,0,126,"1st and 10 at MIA3	Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
3259,4,1,4,rush left,10,75,52,0,"1st and 10 at FSU25	(09:16) No Huddle-Shotgun Benson,Trey rush left for 42 yards gain to the MIA33 (Kinchens,Kamren), out of bounds, 1ST DOWN.",rush left
3259,5,1,4,rush middle,10,33,8,52,"1st and 10 at MIA33	(08:44) No Huddle-Shotgun Benson,Trey rush middle for 8 yards gain to the MIA25 (Johnson,Caleb).",rush middle
3259,6,2,4,pass,10,33,24,8,"2nd and 10 at MIA33	(07:49) No Huddle-Shotgun Travis,Jordan pass complete deep left to Douglas,Markeston for 14 yards to the MIA19 (Couch,Te'Cory), 1ST DOWN.",pass
3259,7,1,4,rush middle,10,19,3,24,"1st and 10 at MIA19	(07:29) No Huddle-Shotgun Toafili,Lawrance rush middle for 3 yards gain to the MIA16 (Flagg, Jr.,Corey).",rush middle
3259,8,2,4,rush right,7,16,-2,3,"2nd and 7 at MIA16	(07:02) No Huddle-Shotgun Spann,Deuce rush right for 2 yards loss to the MIA18 (Agude,Mitchell; Stevenson,Tyrique).",rush left
3259,9,1,4,rush right,3,3,2,-2,"1st and 3 at MIA3	No Huddle-Shotgun Travis,Jordan rush right for 2 yards gain to the MIA01 (Smith,Keontra).",rush right
3259,10,2,4,rush right,1,1,0,2,"2nd and 1 at MIA1	No Huddle Benson,Trey rush right for 1 yard loss to the MIA02 (Mesidor,Akheem; Jackson,Darrell).",rush right
2991,11,3,4,pass,2,2,62,0,"3rd and 2 at MIA2	(04:51) Travis,Jordan pass complete short right to Lundy,DJ for 2 yards to the MIA00 TOUCHDOWN, clock 04:51.",pass
2991,12,1,4,kick attempt,10,3,0,62,"1st and 10 at MIA3	Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
2991,13,1,11,rush middle,10,76,6,0,"1st and 10 at FSU24	(02:36) No Huddle-Shotgun Toafili,Lawrance rush middle for 6 yards gain to the FSU30 (Flagg, Jr.,Corey).",rush middle
2991,14,2,11,rush middle,4,70,15,6,"2nd and 4 at FSU30	(02:21) No Huddle-Shotgun Toafili,Lawrance rush middle for 5 yards gain to the FSU35 (Agude,Mitchell), 1ST DOWN.",rush middle
2991,15,1,11,rush right,10,65,20,15,"1st and 10 at FSU35	(01:49) No Huddle-Shotgun Travis,Jordan rush right for 10 yards gain to the FSU45 (Couch,Te'Cory), 1ST DOWN.",rush right
2991,16,1,11,rush middle,10,55,4,20,"1st and 10 at FSU45	(01:20) No Huddle-Shotgun Toafili,Lawrance rush middle for 4 yards gain to the FSU49 (Bissainthe,Wesley).",rush middle
2991,17,2,11,rush middle,6,51,0,4,"2nd and 6 at FSU49	(01:01) No Huddle-Shotgun Benson,Trey rush middle for 1 yard gain to the FSU50 (Bissainthe,Wesley).",rush middle
2991,18,3,11,rush middle,5,50,17,0,"3rd and 5 at FSU50	(00:17) No Huddle-Shotgun Travis,Jordan rush middle for 7 yards gain to the MIA43 (Stevenson,Tyrique), 1ST DOWN.",rush middle
2700,19,1,11,rush middle,10,43,-2,17,"1st and 10 at MIA43	No Huddle-Shotgun Benson,Trey rush middle for 2 yards loss to the MIA45 (Jackson,Darrell; Moultrie,Antonio).",rush middle
2700,20,2,11,pass,12,45,0,-2,"2nd and 12 at MIA45	(14:47) No Huddle-Shotgun Travis,Jordan pass intercepted by Ivey,DJ at MIA02, End Of Play.",pass
2700,21,1,11,rush left,10,39,31,0,"1st and 10 at MIA39	(13:33) No Huddle-Shotgun Benson,Trey rush left for 21 yards gain to the MIA18 (Couch,Te'Cory), out of bounds, 1ST DOWN.",rush left
2700,22,1,11,rush middle,10,18,5,31,"1st and 10 at MIA18	(12:55) No Huddle-Shotgun Benson,Trey rush middle for 5 yards gain to the MIA13 (Flagg, Jr.,Corey).",rush middle
2538,23,2,11,rush middle,5,13,83,5,"2nd and 5 at MIA13	(12:18) No Huddle-Shotgun Benson,Trey rush middle for 13 yards gain to the MIA00 TOUCHDOWN, clock 12:11, 1ST DOWN. The previous play is under review. The ruling on the field stands.",rush middle
2538,24,1,11,kick attempt,10,3,0,83,"1st and 10 at MIA3	Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
2538,25,1,18,pass,10,77,28,0,"1st and 10 at FSU23	(10:26) No Huddle-Shotgun Travis,Jordan pass complete deep right to Wilson,Johnny for 18 yards to the FSU41 (Ivey,DJ), out of bounds, 1ST DOWN.",pass
2538,26,1,18,rush right,10,59,27,28,"1st and 10 at FSU41	(10:03) No Huddle-Shotgun Toafili,Lawrance rush right for 17 yards gain to the MIA42 (Williams,James), 1ST DOWN.",rush right
2538,27,1,18,rush middle,10,42,2,27,"1st and 10 at MIA42	(09:43) No Huddle-Shotgun Toafili,Lawrance rush middle for 2 yards gain to the MIA40 (Couch,Te'Cory; Smith,Keontra).",rush middle
2538,28,2,18,pass,8,40,2,2,"2nd and 8 at MIA40	(09:13) No Huddle-Shotgun Travis,Jordan pass complete short left to Toafili,Lawrance for 2 yards to the MIA38 (Smith,Keontra; Flagg, Jr.,Corey).",pass
2538,29,3,18,rush middle,6,38,0,2,"3rd and 6 at MIA38	(08:27) No Huddle-Shotgun Toafili,Lawrance rush middle for 1 yard loss to the MIA39 (Roberts,Elijah).",rush middle
2538,30,4,18,punt,7,39,0,0,"4th and 7 at MIA39	(07:42) Mastromanno,Alex punt 37 yards to the MIA02.",punt
2538,31,1,18,rush middle,7,7,6,0,"1st and 7 at MIA7	No Huddle-Shotgun Benson,Trey rush middle for 6 yards gain to the MIA01 (Mesidor,Akheem).",rush middle
2538,32,2,18,rush middle,1,1,0,6,"2nd and 1 at MIA1	(05:52) No Huddle Benson,Trey rush middle for 0 yards to the MIA01 (Flagg, Jr.,Corey; Miller,Jordan).",rush middle
2118,33,3,18,rush middle,1,1,60,0,"3rd and 1 at MIA1	(05:18) No Huddle Benson,Trey rush middle for 1 yard gain to the MIA00 TOUCHDOWN, clock 05:13.",rush middle
2118,34,1,18,kick attempt,10,3,0,60,"1st and 10 at MIA3	Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
1921,35,1,25,pass,15,87,8,0,"1st and 15 at FSU13	No Huddle-Shotgun Travis,Jordan pass complete short right to Toafili,Lawrance for 8 yards to the FSU21, out of bounds at FSU21.",pass
1921,36,2,25,pass,7,79,75,8,"2nd and 7 at FSU21	(01:47) No Huddle-Shotgun Travis,Jordan pass complete deep right to Toafili,Lawrance for 65 yards to the MIA14 (Stevenson,Tyrique), 1ST DOWN.",pass
1921,37,1,25,rush right,10,14,0,75,"1st and 10 at MIA14	(01:14) No Huddle-Shotgun Toafili,Lawrance rush right for 1 yard loss to the MIA15 (Couch,Te'Cory).",rush right
1921,38,2,25,pass,11,15,0,0,"2nd and 11 at MIA15	(00:40) No Huddle-Shotgun Travis,Jordan pass incomplete short right to McClain,Malik.",pass
1921,39,3,25,pass,11,15,-8,0,"3rd and 11 at MIA15	(00:38) No Huddle-Shotgun Travis,Jordan sacked for loss of 8 yards to the MIA23 (Miller,Jordan, Agude,Mitchell).",rush left
1800,40,4,25,field goal attempt,19,23,5,-8,"4th and 19 at MIA23	Fitzgerald,Ryan field goal attempt from 41 yards GOOD (H: Mastromanno,Alex, LS: Rosenberry,James), clock 00:00.",field goal attempt
1721,41,1,28,pass,10,77,35,5,"1st and 10 at FSU23	(12:48) No Huddle-Shotgun Travis,Jordan pass complete deep right to Benson,Trey for 25 yards to the FSU48 (Williams,James), 1ST DOWN.",pass
1721,42,1,28,rush middle,10,52,2,35,"1st and 10 at FSU48	(12:15) No Huddle-Shotgun Benson,Trey rush middle for 2 yards gain to the FSU50 (Smith,Keontra; Flagg, Jr.,Corey).",rush middle
1721,43,2,28,rush right,8,50,6,2,"2nd and 8 at MIA50	(11:27) No Huddle-Shotgun Toafili,Lawrance rush right for 6 yards gain to the MIA44 (Agude,Mitchell).",rush right
1721,44,3,28,rush right,2,44,20,6,"3rd and 2 at MIA44	(10:40) No Huddle-Shotgun Travis,Jordan rush right for 10 yards gain to the MIA34, out of bounds at MIA34, 1ST DOWN.",rush right
1721,45,1,28,rush middle,10,34,0,20,"1st and 10 at MIA34	(10:34) No Huddle-Shotgun Benson,Trey rush middle for 1 yard gain to the MIA33 (Bissainthe,Wesley).",rush middle
1721,46,2,28,pass,9,33,-15,0,"2nd and 9 at MIA33	(09:49) No Huddle-Shotgun Travis,Jordan sacked for loss of 15 yards to the MIA48 (Miller,Jordan, Johnson,Caleb).",rush middle
1721,47,3,28,rush middle,24,48,7,-15,"3rd and 24 at MIA48	(09:00) No Huddle-Shotgun Toafili,Lawrance rush middle for 7 yards gain to the MIA41 (Williams,Avantae).",rush middle
1721,48,4,28,punt,17,41,0,7,"4th and 17 at MIA41	(08:14) Mastromanno,Alex punt 38 yards to the MIA03.",punt
1040,49,1,28,rush middle,10,61,4,0,"1st and 10 at FSU39	(02:07) No Huddle-Shotgun Travis,Jordan rush middle for 4 yards gain to the FSU43 (Flagg, Jr.,Corey).",rush middle
1040,50,2,28,rush right,6,57,5,4,"2nd and 6 at FSU43	(01:28) No Huddle-Shotgun Benson,Trey rush right for 5 yards gain to the FSU48 (Flagg, Jr.,Corey; Smith,Keontra).",rush right
1040,51,1,28,rush middle,10,13,5,5,"1st and 10 at MIA13	(00:20) No Huddle Toafili,Lawrance rush middle for 5 yards gain to the MIA08 (Williams,James).",rush middle
899,52,2,28,pass,5,8,78,5,"2nd and 5 at MIA8	(14:59) No Huddle-Shotgun Travis,Jordan pass complete short middle to McDonald,Camren for 8 yards to the MIA00 TOUCHDOWN, clock 14:55, 1ST DOWN.",pass
899,53,1,28,kick attempt,10,3,0,78,"1st and 10 at MIA3	Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
899,54,1,35,rush middle,10,48,2,0,"1st and 10 at MIA48	(09:45) No Huddle-Shotgun Toafili,Lawrance rush middle for 2 yards gain to the MIA46 (Bissainthe,Wesley).",rush middle
899,55,2,35,pass,8,46,0,2,"2nd and 8 at MIA46	(10:44) No Huddle-Shotgun Rodemaker,Tate pass incomplete short left to Douglas,Markeston.",pass
899,56,4,35,punt,28,66,0,0,"4th and 28 at FSU34	(10:03) Mastromanno,Alex punt 49 yards to the MIA17 fair catch by George,Jacolby at MIA17.",punt
899,57,1,35,pass,10,78,8,0,"1st and 10 at FSU22	(08:34) No Huddle-Shotgun Rodemaker,Tate pass complete short left to Spann,Deuce for 8 yards to the FSU30 (Couch,Te'Cory).",pass
899,58,2,35,rush left,2,70,32,8,"2nd and 2 at FSU30	(08:03) No Huddle-Shotgun Rodemaker,Tate rush left for 22 yards gain to the MIA48 (Moultrie,Antonio), out of bounds, 1ST DOWN.",rush left
899,59,1,35,rush middle,10,48,0,32,"1st and 10 at MIA48	(07:19) No Huddle-Shotgun Campbell,CJ rush middle for 1 yard gain to the MIA47 (Williams,Avantae; Smith,Keontra).",rush middle
899,60,2,35,rush middle,9,47,25,0,"2nd and 9 at MIA47	(06:29) No Huddle-Shotgun Campbell,CJ rush middle for 15 yards gain to the MIA32 (Williams,Avantae), 1ST DOWN.",rush middle
899,61,1,35,rush middle,10,32,4,25,"1st and 10 at MIA32	(05:45) No Huddle-Shotgun Campbell,CJ rush middle for 4 yards gain to the MIA28 (Miller,Jordan; Moultrie,Antonio).",rush middle
899,62,2,35,rush middle,6,28,0,4,"2nd and 6 at MIA28	(04:57) No Huddle-Shotgun Campbell,CJ rush middle for 1 yard loss to the MIA29 (Harrison-Hunte,Jared).",rush middle
899,63,3,35,pass,7,29,3,0,"3rd and 7 at MIA29	(04:16) No Huddle-Shotgun Rodemaker,Tate pass complete short left to Campbell,CJ for 3 yards to the MIA26 (Williams,James).",pass
899,64,4,35,pass,4,26,22,3,"4th and 4 at MIA26	(03:34) No Huddle-Shotgun Rodemaker,Tate pass complete deep middle to Courtney,Brian for 12 yards to the MIA14 (Flagg, Jr.,Corey), 1ST DOWN.",pass
899,65,1,35,rush middle,10,14,-5,22,"1st and 10 at MIA14	No Huddle-Shotgun Campbell,CJ rush middle for 5 yards loss to the MIA19 (Williams,James; Kelly,Nyjalik).",pass
899,66,2,35,rush middle,10,14,5,-5,"2nd and 10 at MIA14	(02:36) No Huddle-Shotgun Campbell,CJ rush middle for 5 yards gain to the MIA09 (Haye, Jr.,Allan).",rush middle
899,67,3,35,rush right,5,9,16,5,"3rd and 5 at MIA9	(01:48) No Huddle-Shotgun Campbell,CJ rush right for 6 yards gain to the MIA03 (Stevenson,Tyrique), out of bounds, 1ST DOWN.",rush right
100,68,1,35,rush middle,3,3,63,16,"1st and 3 at MIA3	(01:40) No Huddle-Shotgun Campbell,CJ rush middle for 3 yards gain to the MIA00 TOUCHDOWN, clock 01:36.",rush middle
100,69,1,35,kick attempt,10,3,0,63,"1st and 10 at MIA3	Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
100,70,1,42,kneel,10,50,-2,0,1st and 10 at FSU50	Kneel down by Florida St. at FSU48 for loss of 2 yards.,rush left
100,71,2,42,kneel,12,52,-2,-2,2nd and 12 at FSU48	Kneel down by Florida St. at FSU46 for loss of 2 yards.,rush right
3600,1,1,0,pass,10,79,27,-2,"1st and 10 at FSU21 No Huddle-Shotgun Travis,Jordan pass complete short right to Benson,Trey for 17 yards to the FSU38, out of",pass
3600,2,1,0,rush middle,10,62,0,27,"1st and 10 at FSU38 No Huddle-Shotgun Benson,Trey rush middle for 1 yard gain to the FSU39 (Harvey,Jahfari).",rush middle
3600,3,2,0,pass,9,61,0,0,"2nd and 9 at FSU39 No Huddle-Shotgun Travis,Jordan pass incomplete deep right to Bell,Jaheim.",pass
3600,4,3,0,pass,9,61,7,0,"3rd and 9 at FSU39 No Huddle-Shotgun Travis,Jordan pass complete short left to Wilson,Johnny for 7 yards to the FSU46",pass
3600,5,4,0,punt,2,54,0,7,"4th and 2 at FSU46 Mastromanno,Alex punt 52 yards to the MIA02.",punt
3600,6,1,0,rush middle,10,55,4,0,"1st and 10 at FSU45 No Huddle-Shotgun Benson,Trey rush middle for 4 yards gain to the FSU49 (Taylor,Leonard; Bain Jr.,Rueben).",rush middle
3600,7,2,0,pass,6,51,5,4,"2nd and 6 at FSU49 No Huddle-Shotgun Travis,Jordan pass complete short right to Douglas,Markeston for 5 yards to the MIA46",pass
3600,8,3,0,rush right,1,46,17,5,"3rd and 1 at MIA46 No Huddle-Shotgun Benson,Trey rush right for 7 yards gain to the MIA39, out of bounds at MIA39, 1ST DOWN.",rush right
3600,9,1,0,pass,10,39,0,17,"1st and 10 at MIA39 No Huddle-Shotgun Travis,Jordan pass incomplete short right to Poitier,Kentron.",pass
3600,10,2,0,rush middle,10,39,2,0,"2nd and 10 at MIA39 No Huddle-Shotgun Toafili,Lawrance rush middle for 2 yards gain to the MIA37 (Flagg Jr.,Corey).",rush middle
3600,11,3,0,pass,8,37,26,2,"3rd and 8 at MIA37 No Huddle-Shotgun Travis,Jordan pass complete short left to Douglas,Markeston for 16 yards to the MIA21",pass
3600,12,1,0,rush middle,10,21,0,26,"1st and 10 at MIA21 No Huddle-Shotgun Toafili,Lawrance rush middle for 0 yards to the MIA21 (Taylor,Leonard).",rush middle
3600,13,2,0,pass,5,16,9,0,"2nd and 5 at MIA16 No Huddle-Shotgun Travis,Jordan pass complete short middle to Bell,Jaheim for 9 yards to the MIA07",pass
3600,14,1,0,rush middle,7,7,2,9,"1st and 7 at MIA7 No Huddle-Shotgun Benson,Trey rush middle for 2 yards gain to the MIA05 (Williams,James; Flagg Jr.,Corey).",rush middle
3133,15,2,0,rush middle,5,5,65,2,"2nd and 5 at MIA5 No Huddle-Shotgun Benson,Trey rush middle for 5 yards gain to the MIA00 TOUCHDOWN, clock 07:13.",rush middle
3133,16,1,0,kick attempt,10,3,0,65,"1st and 10 at MIA3 Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
3133,17,1,7,rush left,10,67,2,0,"1st and 10 at FSU33 No Huddle-Shotgun Benson,Trey rush left for 2 yards gain to the FSU35 (Mauigoa,Francisco).",rush left
3133,18,2,7,rush middle,8,65,7,2,"2nd and 8 at FSU35 No Huddle-Shotgun Benson,Trey rush middle for 7 yards gain to the FSU42 (Williams,James).Taylor,Leonard",rush middle
3133,19,3,7,rush left,1,58,14,7,"3rd and 1 at FSU42 No Huddle-Shotgun Travis,Jordan rush left for 4 yards gain to the FSU46 (Cloyd,K.J.; Deen,Branson), 1ST",rush left
3133,20,1,7,rush right,10,54,3,14,"1st and 10 at FSU46 No Huddle-Shotgun Toafili,Lawrance rush right for 3 yards gain to the FSU49 (Mauigoa,Francisco).",rush right
3133,21,2,7,pass,7,51,28,3,"2nd and 7 at FSU49 No Huddle-Shotgun Travis,Jordan pass complete short middle to Wilson,Johnny for 18 yards to the MIA33",pass
3133,22,1,7,pass,10,33,0,28,"1st and 10 at MIA33 No Huddle-Shotgun Travis,Jordan pass incomplete deep middle to Coleman,Keon.",pass
2717,23,2,7,pass,10,33,26,0,"2nd and 10 at MIA33 No Huddle-Shotgun Travis,Jordan pass complete short left to Bell,Jaheim for 16 yards to the MIA17",pass
2700,24,1,7,rush middle,10,17,2,26,"1st and 10 at MIA17 No Huddle-Shotgun Benson,Trey rush middle for 2 yards gain to the MIA15 (Mauigoa,Francisco; HarrisonHunte,Jared).",rush middle
2700,25,2,7,pass,8,15,0,2,"2nd and 8 at MIA15 No Huddle-Shotgun Travis,Jordan pass incomplete short left to Coleman,Keon.",pass
2700,26,3,7,pass,8,15,0,0,"3rd and 8 at MIA15 No Huddle-Shotgun Travis,Jordan pass incomplete short left to Coleman,Keon.",pass
2700,27,4,7,field goal attempt,8,15,5,0,"4th and 8 at MIA15 Fitzgerald,Ryan field goal attempt from 33 yards GOOD (H: Mastromanno,Alex, LS: Rosenberry,James), clock",field goal attempt
2700,28,1,10,pass,10,86,26,5,"1st and 10 at FSU14 No Huddle-Shotgun Travis,Jordan pass complete short right to Bell,Jaheim for 16 yards to the FSU30, End Of",pass
2700,29,1,10,rush middle,10,70,-3,26,"1st and 10 at FSU30 No Huddle-Shotgun Benson,Trey rush middle for 3 yards loss to the FSU27 (Bissainthe,Wesley).",rush left
2414,30,2,10,rush middle,13,73,0,-3,"2nd and 13 at FSU27 No Huddle-Shotgun Toafili,Lawrance rush middle for 1 yard loss to the FSU26 (Lichtenstein,Jacob;",rush middle
2414,31,3,10,pass,14,74,0,0,"3rd and 14 at FSU26 No Huddle-Shotgun Travis,Jordan pass complete short left to Douglas,Ja'Khi for 1 yard to the FSU27 (Cloyd,K.J.).",pass
2414,32,4,10,punt,13,73,0,0,"4th and 13 at FSU27 Mastromanno,Alex punt 55 yards to the MIA18 fair catch by Restrepo,Xavier at MIA18.",punt
1962,33,1,3,pass,20,85,-14,0,"1st and 20 at FSU15 No Huddle-Shotgun Travis,Jordan sacked for loss of 14 yards to the FSU01 (Bissainthe,Wesley). The previous",pass
1962,34,2,3,rush middle,34,99,0,-14,"2nd and 34 at FSU1 No Huddle-Shotgun Benson,Trey rush middle for 0 yards to the FSU01 (Bain Jr.,Rueben).",rush middle
1901,35,3,3,pass,34,99,0,0,"3rd and 34 at FSU1 No Huddle-Shotgun Travis,Jordan pass incomplete short right to Wilson,Johnny.",pass
1901,36,4,3,punt,34,99,0,0,"4th and 34 at FSU1 Mastromanno,Alex punt 46 yards to the FSU47 Smith,Brashard return 16 yards to the FSU31 (West,Jackson), out",punt
1631,37,1,-3,pass,10,75,8,0,"1st and 10 at FSU25 No Huddle-Shotgun Travis,Jordan pass complete short right to Coleman,Keon for 8 yards to the FSU33",pass
